alt           press         den           temp          eddy          H2Oaer        H2SO4aer      NO2           CH3CHO        HO2           N2H3          SO            S3            N2O           NCO           CS2           N2H2          NS            CH2           CH2_1         C             CH3CN         CH            N2H4          S8            C2H2          H2CN          CH2NH         SO2           H2SO4         O2            HC3N          C3H3          H             H2CO          O_1           CS            C6H6          CH3O          N2H           O             HNO3          CH3O2         HS2           COS           HSO3          CH3CO         H2CCO         O3            C4H3          NH            C2            HNO2          CH2CN         NH2           CH2NH2        S2O           HNCO          S4            C4H5          NH3           N2O5          HCN           C2H4          C2H5          H2O           He            C2H3CN        SH            C2H3          CH3OOH        N_2D          HCS           CH3NH2        HCO           C2H6          CN            C4H2          CO2           N             H2S           HSO           H2            CH3           NO            C2H           CH4           NO3           C3H2          HNO           SO3           H2O2          C6H5          CH2OH         OH            CH3SH         N2            C3H4          CO            S             CH3S          S2            HCCO          CH3OH         H2Oaer_r      H2SO4aer_r    
4.75304E+001  1.13992E-003  4.61060E+016  1.79075E+002  1.00000E+005  1.39078E-017  1.34388E-012  1.30715E-009  7.77704E-010  1.83571E-010  1.73326E-019  4.08254E-015  3.02857E-029  8.01875E-007  1.61018E-018  1.92996E-031  3.59428E-019  2.22253E-021  2.14852E-021  2.75021E-020  8.04845E-034  3.50826E-011  1.10962E-023  1.00600E-018  2.73889E-034  1.60415E-008  1.12898E-014  7.68081E-014  3.17280E-010  7.28160E-015  1.99824E-001  1.47120E-003  3.21691E-012  5.99915E-016  8.03546E-008  1.41933E-019  5.15380E-034  2.58384E-006  7.70422E-015  1.15322E-021  6.75365E-013  6.50711E-010  2.53732E-011  6.38391E-024  1.03951E-016  9.16946E-023  4.77861E-012  7.43951E-012  1.25987E-007  2.20024E-010  1.99555E-023  4.38547E-028  5.51005E-014  5.52380E-016  4.24802E-016  1.46225E-014  2.51981E-037  7.78460E-013  6.11612E-035  5.82439E-016  4.87284E-011  1.61646E-010  5.33234E-011  7.35197E-008  9.53230E-012  9.10720E-006  1.00000E-040  2.99837E-007  2.08740E-014  1.87660E-023  2.39086E-007  1.00000E-040  2.11909E-032  6.33139E-010  1.48090E-019  9.08344E-007  3.59171E-029  6.51537E-012  3.60271E-004  1.15419E-020  1.46149E-013  3.82385E-013  8.51092E-006  5.48281E-012  7.13328E-011  1.65690E-023  7.08522E-003  1.13019E-014  2.99628E-011  1.10949E-014  3.45369E-016  1.11394E-007  1.42454E-007  2.85868E-022  1.26377E-013  9.82096E-013  7.42403E-001  4.88334E-002  7.90857E-007  5.50547E-024  4.43841E-014  1.83966E-024  7.16528E-012  5.03430E-009  1.00000E-005  1.00000E-005  
4.83868E+001  9.97486E-004  4.04814E+016  1.78471E+002  1.00000E+005  3.03652E-017  1.16861E-012  1.34455E-009  8.87073E-010  2.12884E-010  1.62125E-019  4.65483E-015  4.83305E-029  8.01625E-007  2.29177E-018  1.80598E-031  3.62631E-019  2.87991E-021  3.10715E-021  3.17467E-020  1.46371E-033  3.50705E-011  1.40943E-023  1.01852E-018  2.73629E-034  1.78275E-008  1.23177E-014  7.68050E-014  3.17311E-010  6.90495E-015  1.99818E-001  1.47104E-003  4.02994E-012  9.48803E-016  8.31080E-008  1.69515E-019  2.54948E-034  2.56397E-006  9.28090E-015  1.53178E-021  9.10497E-013  6.48547E-010  2.64578E-011  5.58617E-024  1.06819E-016  1.00298E-022  5.03105E-012  7.43902E-012  1.32027E-007  2.50692E-010  2.74041E-023  8.00107E-028  5.73156E-014  4.35729E-016  5.17826E-016  1.47173E-014  2.54531E-037  8.86763E-013  3.47788E-033  6.63223E-016  4.84627E-011  1.55265E-010  5.43216E-011  7.29636E-008  9.50397E-012  1.02512E-005  1.00000E-040  2.99802E-007  1.81663E-014  2.86142E-023  2.36984E-007  1.00000E-040  3.69465E-032  6.33122E-010  1.84269E-019  9.08587E-007  5.07068E-029  6.51472E-012  3.62722E-004  3.63562E-020  1.27950E-013  2.50708E-013  9.62354E-006  6.30118E-012  7.36169E-011  2.35523E-023  7.08333E-003  1.11505E-014  3.00206E-011  1.10902E-014  3.33523E-016  1.22566E-007  1.61674E-007  3.92290E-022  1.53821E-013  9.45953E-013  7.42408E-001  4.88307E-002  8.29261E-007  6.28652E-024  5.58812E-014  1.68056E-024  7.16293E-012  5.66884E-009  1.00000E-005  1.00000E-005  
4.92432E+001  8.72530E-004  3.55019E+016  1.78010E+002  1.00000E+005  6.55535E-017  1.02273E-012  1.38476E-009  1.01086E-009  2.46630E-010  1.50540E-019  5.32716E-015  8.00537E-029  8.01341E-007  3.24972E-018  1.67919E-031  3.65177E-019  3.66908E-021  4.55968E-021  3.69469E-020  2.55271E-033  3.50569E-011  1.80258E-023  1.03129E-018  2.73333E-034  1.98683E-008  1.35036E-014  7.68007E-014  3.17311E-010  6.54930E-015  1.99811E-001  1.47086E-003  4.96514E-012  1.48744E-015  8.59385E-008  2.02938E-019  1.54619E-034  2.54230E-006  1.12098E-014  2.02665E-021  1.23454E-012  6.45931E-010  2.76711E-011  4.81448E-024  1.09740E-016  1.09445E-022  5.29221E-012  7.43847E-012  1.38497E-007  2.85635E-010  3.77678E-023  1.40049E-027  5.98358E-014  3.43552E-016  6.32277E-016  1.47202E-014  2.58565E-037  1.01020E-012  1.97995E-031  7.55263E-016  4.81836E-011  1.49095E-010  5.54589E-011  7.23714E-008  9.42042E-012  1.15531E-005  1.00000E-040  2.99762E-007  1.50627E-014  4.30572E-023  2.34690E-007  1.00000E-040  6.49794E-032  6.33102E-010  2.30209E-019  9.08856E-007  7.23819E-029  6.51398E-012  3.65514E-004  1.01456E-019  1.06929E-013  1.56907E-013  1.08916E-005  7.27739E-012  7.65092E-011  3.38058E-023  7.08117E-003  1.10095E-014  3.00930E-011  1.10783E-014  3.21402E-016  1.34553E-007  1.82603E-007  5.40936E-022  1.87861E-013  8.98326E-013  7.42415E-001  4.88276E-002  8.72285E-007  7.33039E-024  6.82637E-014  1.51429E-024  7.16343E-012  6.39419E-009  1.00000E-005  1.00000E-005  
5.00996E+001  7.63013E-004  3.11120E+016  1.77632E+002  1.00000E+005  1.39896E-016  9.01328E-013  1.42812E-009  1.15095E-009  2.84650E-010  1.38659E-019  6.12077E-015  1.38155E-028  8.01018E-007  4.56560E-018  1.55075E-031  3.66893E-019  4.52211E-021  6.76198E-021  4.32185E-020  4.26393E-033  3.50413E-011  2.31230E-023  1.04407E-018  2.72996E-034  2.22021E-008  1.48739E-014  7.67945E-014  3.17280E-010  6.21779E-015  1.99803E-001  1.47065E-003  6.02698E-012  2.30227E-015  8.88699E-008  2.43350E-019  1.07060E-034  2.51888E-006  1.35873E-014  2.67944E-021  1.68040E-012  6.42854E-010  2.90843E-011  4.08826E-024  1.12699E-016  1.19444E-022  5.56119E-012  7.43784E-012  1.45406E-007  3.25487E-010  5.22537E-023  2.36498E-027  6.28066E-014  2.72142E-016  7.70334E-016  1.46149E-014  2.64530E-037  1.15100E-012  1.12833E-029  8.60221E-016  4.78916E-011  1.43130E-010  5.67558E-011  7.17448E-008  9.28977E-012  1.30363E-005  1.00000E-040  2.99717E-007  1.18921E-014  6.40808E-023  2.32174E-007  1.00000E-040  1.14436E-031  6.33078E-010  2.88879E-019  9.09154E-007  1.03375E-028  6.51315E-012  3.68698E-004  2.55168E-019  8.52008E-014  9.36011E-014  1.23382E-005  8.43266E-012  8.02175E-011  4.88013E-023  7.07872E-003  1.08778E-014  3.01838E-011  1.10861E-014  3.09620E-016  1.47331E-007  2.05187E-007  7.49918E-022  2.30325E-013  8.41450E-013  7.42423E-001  4.88241E-002  9.20559E-007  8.77641E-024  8.10276E-014  1.35221E-024  7.16859E-012  7.22428E-009  1.00000E-005  1.00000E-005  
5.09560E+001  6.67135E-004  2.72238E+016  1.77493E+002  1.00000E+005  2.95261E-016  8.00998E-013  1.47482E-009  1.30950E-009  3.27783E-010  1.26587E-019  7.06149E-015  2.46061E-028  8.00652E-007  6.32236E-018  1.42189E-031  3.67584E-019  5.31201E-021  1.02232E-020  5.09487E-020  7.01078E-033  3.50236E-011  2.97247E-023  1.05652E-018  2.72611E-034  2.48737E-008  1.64602E-014  7.67858E-014  3.17221E-010  5.91039E-015  1.99794E-001  1.47042E-003  7.22163E-012  3.53075E-015  9.19289E-008  2.92576E-019  8.45617E-035  2.49376E-006  1.65207E-014  3.49091E-021  2.30476E-012  6.39306E-010  3.07865E-011  3.42132E-024  1.15686E-016  1.29876E-022  5.82964E-012  7.43712E-012  1.52749E-007  3.70986E-010  7.23305E-023  3.86502E-027  6.63948E-014  2.17843E-016  9.33464E-016  1.43864E-014  2.73008E-037  1.31180E-012  1.95626E-027  9.80041E-016  4.75876E-011  1.37364E-010  5.82366E-011  7.10871E-008  9.12716E-012  1.47279E-005  1.00000E-040  2.99665E-007  8.91850E-015  9.46331E-023  2.29404E-007  1.00000E-040  2.00547E-031  6.33049E-010  3.64792E-019  9.09484E-007  1.49007E-028  6.51220E-012  3.72333E-004  5.86790E-019  6.46316E-014  5.32691E-014  1.39904E-005  9.85464E-012  8.51592E-011  7.06868E-023  7.07592E-003  1.07570E-014  3.02975E-011  1.11386E-014  2.97593E-016  1.60858E-007  2.29339E-007  1.04625E-021  2.83860E-013  7.77815E-013  7.42432E-001  4.88201E-002  9.74814E-007  1.07761E-023  9.35422E-014  1.20626E-024  7.18086E-012  8.17545E-009  1.00000E-005  1.00000E-005  
5.18124E+001  5.83282E-004  2.38097E+016  1.77436E+002  1.00000E+005  6.21268E-016  7.17823E-013  1.52538E-009  1.48888E-009  3.75354E-010  1.14451E-019  8.16585E-015  1.00000E-040  8.00236E-007  8.61200E-018  1.29394E-031  3.67040E-019  5.88171E-021  1.55988E-020  6.02938E-020  1.12816E-032  3.50034E-011  3.81436E-023  1.06826E-018  2.72172E-034  2.79348E-008  1.83002E-014  7.67738E-014  3.17134E-010  5.63402E-015  1.99784E-001  1.47015E-003  8.55340E-012  5.34051E-015  9.51394E-008  3.52029E-019  7.31049E-035  2.46706E-006  2.01700E-014  4.52910E-021  3.16997E-012  6.35285E-010  3.28435E-011  2.82166E-024  1.18687E-016  1.41473E-022  6.10877E-012  7.43630E-012  1.60493E-007  4.22980E-010  1.00326E-022  6.13250E-027  7.07899E-014  1.77283E-016  1.12150E-015  1.40232E-014  2.84761E-037  1.49562E-012  1.00000E-040  1.11695E-015  4.72726E-011  1.31791E-010  5.99288E-011  7.04043E-008  8.93657E-012  1.66593E-005  1.00000E-040  2.99605E-007  6.36734E-015  1.38869E-022  2.26347E-007  1.00000E-040  3.47916E-031  6.33014E-010  4.63412E-019  9.09850E-007  2.13402E-028  6.51113E-012  3.76486E-004  1.24975E-018  4.67321E-014  2.89126E-014  1.58791E-005  1.15591E-011  9.14851E-011  1.02380E-022  7.07272E-003  1.06472E-014  3.04396E-011  1.12673E-014  2.86414E-016  1.75070E-007  2.54941E-007  1.46944E-021  3.51677E-013  7.09893E-013  7.42442E-001  4.88155E-002  1.03588E-006  1.34868E-023  1.05403E-013  8.87745E-025  7.20352E-012  9.26663E-009  1.00000E-005  1.00000E-005  
5.26688E+001  5.09992E-004  2.08084E+016  1.77518E+002  1.00000E+005  1.30816E-015  6.48991E-013  1.58020E-009  1.69172E-009  4.27742E-010  1.02397E-019  9.45332E-015  1.00000E-040  7.99762E-007  1.15161E-017  1.16824E-031  3.65042E-019  6.09185E-021  2.40814E-020  7.17785E-020  1.80682E-032  3.49803E-011  4.88277E-023  1.07888E-018  2.71671E-034  3.14440E-008  2.04376E-014  7.67573E-014  3.17020E-010  5.39134E-015  1.99773E-001  1.46984E-003  1.00288E-011  7.98520E-015  9.85259E-008  4.23826E-019  6.88046E-035  2.43891E-006  2.47228E-014  5.81662E-021  4.37558E-012  6.30787E-010  3.53397E-011  2.29298E-024  1.21689E-016  1.54241E-022  6.40144E-012  7.43536E-012  1.68565E-007  4.82429E-010  1.39179E-022  9.46456E-027  7.62059E-014  1.47434E-016  1.33300E-015  1.35187E-014  3.00790E-037  1.70586E-012  1.00000E-040  1.27349E-015  4.69484E-011  1.26404E-010  6.18637E-011  6.97056E-008  8.72944E-012  1.88658E-005  1.00000E-040  2.99537E-007  4.32965E-015  2.02972E-022  2.22965E-007  1.00000E-040  5.95534E-031  6.32973E-010  5.92850E-019  9.10256E-007  3.04549E-028  6.50992E-012  3.81235E-004  2.49221E-018  3.22387E-014  1.49951E-014  1.80396E-005  1.36350E-011  9.95904E-011  1.48046E-022  7.06907E-003  1.05508E-014  3.06166E-011  1.14980E-014  2.75990E-016  1.89886E-007  2.81836E-007  2.07902E-021  4.38369E-013  6.39991E-013  7.42453E-001  4.88102E-002  1.10468E-006  1.70656E-023  1.16134E-013  7.44565E-025  7.24081E-012  1.05195E-008  1.00000E-005  1.00000E-005  
5.35252E+001  4.45969E-004  1.81796E+016  1.77679E+002  1.00000E+005  2.77210E-015  5.91833E-013  1.63980E-009  1.92087E-009  4.84691E-010  9.05856E-020  1.09365E-014  1.00000E-040  7.99224E-007  1.51077E-017  1.04609E-031  3.61373E-019  5.87662E-021  3.74413E-020  8.59509E-020  2.87514E-032  3.49540E-011  6.22624E-023  1.08798E-018  2.71099E-034  3.54689E-008  2.29239E-014  7.67350E-014  3.16878E-010  5.18612E-015  1.99760E-001  1.46949E-003  1.16544E-011  1.17957E-014  1.02112E-007  5.09916E-019  6.91086E-035  2.40948E-006  3.04317E-014  7.41751E-021  6.04619E-012  6.25814E-010  3.83468E-011  1.83521E-024  1.24677E-016  1.68711E-022  6.71534E-012  7.43429E-012  1.76848E-007  5.50434E-010  1.93086E-022  1.42367E-026  8.28863E-014  1.25705E-016  1.56443E-015  1.28737E-014  3.22426E-037  1.94646E-012  1.14603E-029  1.45253E-015  4.66168E-011  1.21200E-010  6.40773E-011  6.90048E-008  8.51595E-012  2.13878E-005  1.00000E-040  2.99460E-007  2.81026E-015  2.95917E-022  2.19223E-007  1.00000E-040  1.00385E-030  6.32923E-010  7.63863E-019  9.10704E-007  4.30541E-028  6.50855E-012  3.86668E-004  4.69686E-018  2.12614E-014  7.44304E-015  2.05122E-005  1.61469E-011  1.09817E-010  2.13390E-022  7.06488E-003  1.04710E-014  3.08361E-011  1.18554E-014  2.66731E-016  2.05206E-007  3.09838E-007  2.96412E-021  5.49928E-013  5.70101E-013  7.42466E-001  4.88042E-002  1.18226E-006  2.16655E-023  1.25321E-013  6.19449E-025  7.29807E-012  1.19590E-008  1.00000E-005  1.00000E-005  
5.43816E+001  3.90062E-004  1.58755E+016  1.77961E+002  1.00000E+005  5.92589E-015  5.44348E-013  1.70464E-009  2.17947E-009  5.46659E-010  7.91852E-020  1.26292E-014  1.00000E-040  7.98610E-007  1.94315E-017  9.28685E-032  3.55835E-019  5.26860E-021  5.86995E-020  1.03855E-019  4.60011E-032  3.49239E-011  7.90986E-023  1.09516E-018  2.70446E-034  4.00871E-008  2.58193E-014  7.67053E-014  3.16707E-010  5.02174E-015  1.99745E-001  1.46909E-003  1.34387E-011  1.72555E-014  1.05925E-007  6.12706E-019  7.39149E-035  2.37894E-006  3.76124E-014  9.34963E-021  8.36363E-012  6.20365E-010  4.19528E-011  1.44560E-024  1.27638E-016  1.85031E-022  7.04999E-012  7.43306E-012  1.85171E-007  6.28250E-010  2.67442E-022  2.09043E-026  9.11072E-014  1.09992E-016  1.81021E-015  1.20970E-014  3.51454E-037  2.22187E-012  7.67317E-029  1.65739E-015  4.62799E-011  1.16175E-010  6.66106E-011  6.83209E-008  8.31239E-012  2.42717E-005  1.00000E-040  2.99371E-007  1.74429E-015  4.31121E-022  2.15080E-007  1.00000E-040  1.66511E-030  6.32863E-010  9.92017E-019  9.11200E-007  6.04615E-028  6.50701E-012  3.92884E-004  8.43298E-018  1.34323E-014  3.54687E-015  2.33430E-005  1.92252E-011  1.22734E-010  3.06406E-022  7.06009E-003  1.04113E-014  3.11071E-011  1.23588E-014  2.58534E-016  2.20922E-007  3.38739E-007  4.26076E-021  6.94759E-013  5.01857E-013  7.42481E-001  4.87974E-002  1.26979E-006  2.74476E-023  1.32504E-013  5.02709E-025  7.38189E-012  1.36142E-008  1.00000E-005  1.00000E-005  
5.52380E+001  3.41266E-004  1.38573E+016  1.78374E+002  1.00000E+005  1.28094E-014  5.04829E-013  1.77518E-009  2.47097E-009  6.14052E-010  6.83603E-020  1.45418E-014  1.00000E-040  7.97912E-007  2.45014E-017  8.17037E-032  3.48264E-019  4.38756E-021  9.27210E-020  1.26994E-019  7.44433E-032  3.48896E-011  1.00120E-022  1.10011E-018  2.69702E-034  4.53889E-008  2.91946E-014  7.66661E-014  3.16504E-010  4.90676E-015  1.99728E-001  1.46863E-003  1.53912E-011  2.50379E-014  1.09991E-007  7.34532E-019  8.37632E-035  2.34749E-006  4.66745E-014  1.16231E-020  1.15701E-011  6.14441E-010  4.62394E-011  1.11955E-024  1.30558E-016  2.03495E-022  7.40283E-012  7.43166E-012  1.93309E-007  7.17326E-010  3.69399E-022  3.00108E-026  1.01181E-013  9.86804E-017  2.06237E-015  1.12053E-014  3.90299E-037  2.53728E-012  1.00000E-040  1.89186E-015  4.59402E-011  1.11323E-010  6.95108E-011  6.76801E-008  8.13598E-012  2.75707E-005  1.00000E-040  2.99270E-007  1.03800E-015  6.28471E-022  2.10497E-007  1.00000E-040  2.71780E-030  6.32792E-010  1.29901E-018  9.11745E-007  8.43932E-028  6.50528E-012  4.00000E-004  1.45215E-017  8.15006E-015  1.62824E-015  2.65854E-005  2.30265E-011  1.39030E-010  4.38100E-022  7.05461E-003  1.03752E-014  3.14400E-011  1.30258E-014  2.51383E-016  2.36917E-007  3.68318E-007  6.17655E-021  8.84241E-013  4.36529E-013  7.42498E-001  4.87895E-002  1.36861E-006  3.45821E-023  1.37256E-013  3.94220E-025  7.50024E-012  1.55189E-008  1.00000E-005  1.00000E-005  
5.60944E+001  2.98693E-004  1.20904E+016  1.78938E+002  1.00000E+005  2.80223E-014  4.71876E-013  1.85185E-009  2.79908E-009  6.87548E-010  5.82642E-020  1.66838E-014  1.00000E-040  7.97117E-007  3.02913E-017  7.11995E-032  3.38544E-019  3.39609E-021  1.47499E-019  1.57703E-019  1.22619E-031  3.48503E-011  1.26302E-022  1.10263E-018  2.68853E-034  5.14784E-008  3.31312E-014  7.66154E-014  3.16267E-010  4.86515E-015  1.99708E-001  1.46811E-003  1.75215E-011  3.61062E-014  1.14339E-007  8.77635E-019  1.00356E-034  2.31532E-006  5.81444E-014  1.42104E-020  1.59918E-011  6.08040E-010  5.12789E-011  8.51301E-025  1.33424E-016  2.24341E-022  7.76612E-012  7.43005E-012  2.00977E-007  8.19324E-010  5.08123E-022  4.21890E-026  1.13458E-013  9.06023E-017  2.31091E-015  1.02227E-014  4.42309E-037  2.89862E-012  1.00000E-040  2.16033E-015  4.56000E-011  1.06638E-010  7.28324E-011  6.71175E-008  8.00522E-012  3.13462E-005  1.00000E-040  2.99154E-007  5.94134E-016  9.17570E-022  2.05435E-007  1.00000E-040  4.36704E-030  6.32707E-010  1.71553E-018  9.12343E-007  1.17264E-027  6.50333E-012  4.08148E-004  2.41161E-017  4.76402E-015  7.23185E-016  3.03007E-005  2.77674E-011  1.59609E-010  6.23645E-022  7.04832E-003  1.03664E-014  3.18469E-011  1.38740E-014  2.45170E-016  2.53075E-007  3.98345E-007  9.03041E-021  1.13392E-012  3.75069E-013  7.42518E-001  4.87805E-002  1.48022E-006  4.32568E-023  1.39206E-013  2.94210E-025  7.66253E-012  1.77124E-008  1.00000E-005  1.00000E-005  
5.69508E+001  2.61573E-004  1.05410E+016  1.79732E+002  1.00000E+005  6.20333E-014  4.44399E-013  1.93490E-009  3.16784E-009  7.68741E-010  4.90263E-020  1.90680E-014  1.00000E-040  7.96210E-007  3.67271E-017  6.14208E-032  3.26628E-019  2.44681E-021  2.36990E-019  2.00017E-019  2.08772E-031  3.48054E-011  1.58921E-022  1.10262E-018  2.67885E-034  5.84779E-008  3.77231E-014  7.65505E-014  3.15993E-010  4.96729E-015  1.99686E-001  1.46751E-003  1.98408E-011  5.19352E-014  1.18998E-007  1.04440E-018  1.28172E-034  2.28263E-006  7.26917E-014  1.69676E-020  2.20934E-011  6.01160E-010  5.71336E-011  6.34536E-025  1.36219E-016  2.47392E-022  8.12323E-012  7.42822E-012  2.07844E-007  9.36177E-010  6.94640E-022  5.81479E-026  1.28321E-013  8.49639E-017  2.54512E-015  9.17884E-015  5.12175E-037  3.31280E-012  1.00000E-040  2.46787E-015  4.52617E-011  1.02113E-010  7.66384E-011  6.66797E-008  7.94146E-012  3.56691E-005  1.00000E-040  2.99022E-007  3.28443E-016  1.34308E-021  1.99856E-007  1.00000E-040  6.91311E-030  6.32607E-010  2.28642E-018  9.12996E-007  1.63266E-027  6.50115E-012  4.17483E-004  3.87960E-017  2.69298E-015  3.12755E-016  3.45602E-005  3.38107E-011  1.85780E-010  8.84160E-022  7.04111E-003  1.03865E-014  3.23422E-011  1.49221E-014  2.39536E-016  2.69282E-007  4.28597E-007  1.33183E-020  1.46557E-012  3.18158E-013  7.42540E-001  4.87703E-002  1.60633E-006  5.36898E-023  1.38076E-013  2.01200E-025  7.87951E-012  2.02414E-008  1.00000E-005  1.00000E-005  
5.78072E+001  2.29224E-004  9.18715E+015  1.80715E+002  1.00000E+005  1.38802E-013  4.21115E-013  2.02476E-009  3.58135E-009  8.58349E-010  4.07480E-020  2.16977E-014  2.67821E-029  7.95177E-007  4.37260E-017  5.24172E-032  3.12556E-019  1.64620E-021  3.82842E-019  2.59361E-019  3.64578E-031  3.47541E-011  1.99337E-022  1.10009E-018  2.66783E-034  6.65293E-008  4.30749E-014  7.64685E-014  3.15675E-010  5.41160E-015  1.99660E-001  1.46683E-003  2.23561E-011  7.45519E-014  1.23993E-007  1.23570E-018  1.72738E-034  2.24957E-006  9.11646E-014  1.98314E-020  3.04221E-011  5.93798E-010  6.37776E-011  4.62751E-025  1.38921E-016  2.73059E-022  8.46406E-012  7.42612E-012  2.13548E-007  1.07010E-009  9.43391E-022  7.87028E-026  1.46179E-013  8.12409E-017  2.75431E-015  8.10712E-015  6.06570E-037  3.78775E-012  2.82090E-028  2.82028E-015  4.49276E-011  9.77414E-011  8.10014E-011  6.64284E-008  7.95870E-012  4.06213E-005  1.00000E-040  2.98870E-007  1.76575E-016  1.96962E-021  1.93729E-007  1.00000E-040  1.07884E-029  6.32487E-010  3.07191E-018  9.13704E-007  2.27080E-027  6.49872E-012  4.28182E-004  6.06397E-017  1.48038E-015  1.32613E-016  3.94459E-005  4.15147E-011  2.18897E-010  1.24808E-021  7.03284E-003  1.04384E-014  3.29425E-011  1.61992E-014  2.34466E-016  2.85426E-007  4.58862E-007  1.97955E-020  1.90719E-012  2.66261E-013  7.42566E-001  4.87585E-002  1.74886E-006  6.61100E-023  1.33814E-013  1.56231E-025  8.16281E-012  2.31601E-008  1.00000E-005  1.00000E-005  
5.86636E+001  2.01050E-004  7.99968E+015  1.82032E+002  1.00000E+005  3.13311E-013  4.00866E-013  2.12124E-009  4.04385E-009  9.59755E-010  3.34904E-020  2.45923E-014  4.77879E-029  7.93998E-007  5.11710E-017  4.42206E-032  2.96464E-019  1.03905E-021  6.25782E-019  3.46380E-019  6.67951E-031  3.46954E-011  2.49487E-022  1.09517E-018  2.65529E-034  7.57994E-008  4.93009E-014  7.63661E-014  3.15309E-010  6.74196E-015  1.99631E-001  1.46605E-003  2.50769E-011  1.07448E-013  1.29342E-007  1.45329E-018  2.50649E-034  2.21630E-006  1.14605E-013  2.24548E-020  4.18270E-011  5.85949E-010  7.11589E-011  3.29495E-025  1.41505E-016  3.00346E-022  8.76414E-012  7.42373E-012  2.17719E-007  1.22366E-009  1.26972E-021  1.04702E-025  1.67452E-013  7.91127E-017  2.93231E-015  7.04156E-015  7.35153E-037  4.33267E-012  1.09352E-028  3.22433E-015  4.45997E-011  9.35140E-011  8.60057E-011  6.64444E-008  8.07933E-012  4.62972E-005  1.00000E-040  2.98697E-007  9.31393E-017  2.89559E-021  1.87028E-007  1.00000E-040  1.66101E-029  6.32345E-010  4.16374E-018  9.14465E-007  3.19424E-027  6.49602E-012  4.40450E-004  9.22691E-017  7.97188E-016  5.58160E-017  4.50532E-005  5.16630E-011  2.61207E-010  1.75567E-021  7.02335E-003  1.05188E-014  3.36678E-011  1.77351E-014  2.29295E-016  3.01400E-007  4.88953E-007  2.96507E-020  2.49922E-012  2.19660E-013  7.42595E-001  4.87451E-002  1.91000E-006  8.08087E-023  1.26544E-013  9.30747E-026  8.52428E-012  2.65329E-008  1.00000E-005  1.00000E-005  
5.95200E+001  1.76521E-004  6.96794E+015  1.83489E+002  1.00000E+005  7.11096E-013  3.81801E-013  2.22531E-009  4.55909E-009  1.07211E-009  2.72796E-020  2.77339E-014  1.00000E-040  7.92653E-007  5.90888E-017  3.68542E-032  2.78605E-019  6.21161E-022  1.02086E-018  4.72184E-019  1.23673E-030  3.46283E-011  3.10909E-022  1.08806E-018  2.64103E-034  8.64795E-008  5.65154E-014  7.62398E-014  3.14887E-010  1.01144E-014  1.99597E-001  1.46515E-003  2.79992E-011  1.54934E-013  1.35037E-007  1.69409E-018  3.78381E-034  2.18290E-006  1.44129E-013  2.49606E-020  5.70343E-011  5.77614E-010  7.89942E-011  2.28589E-025  1.43932E-016  3.30238E-022  9.04277E-012  7.42100E-012  2.20031E-007  1.39976E-009  1.69629E-021  1.37197E-025  1.92546E-013  7.83091E-017  3.07285E-015  6.01466E-015  9.12078E-037  4.95796E-012  1.41814E-028  3.68761E-015  4.42801E-011  8.94226E-011  9.17461E-011  6.68340E-008  8.29699E-012  5.28036E-005  1.00000E-040  2.98500E-007  4.89230E-017  4.25090E-021  1.79744E-007  1.00000E-040  2.52338E-029  6.32177E-010  5.66915E-018  9.15271E-007  4.48253E-027  6.49303E-012  4.54521E-004  1.36739E-016  4.25258E-016  2.35978E-017  5.14897E-005  6.46420E-011  3.14082E-010  2.45870E-021  7.01244E-003  1.06293E-014  3.45412E-011  1.95789E-014  2.24241E-016  3.17098E-007  5.18719E-007  4.46057E-020  3.28548E-012  1.78491E-013  7.42629E-001  4.87298E-002  2.09212E-006  9.80362E-023  1.16827E-013  1.05451E-026  8.97343E-012  3.04342E-008  1.00000E-005  1.00000E-005  
